8.34	11.82	1.14	0.3
9.05	11.44	1.12	0.28
9.45	11.09	0.84	0.27
4.48	9.37	0.94	0.17
7.31	12.39	1.16	0.19
7.73	10.44	1.07	0.22
4.86	10.22	0.94	0.29
4.88	11	1.04	0.28
10.06	15.62	1.29	-0.11
9.45	11.07	1.05	0.29
6.23	10.94	1.12	0.59
10.49	12.09	1.2	0.32
11.57	12.47	1.04	0.65
2.31	9.82	1	0.31
5.35	10.26	1.03	0.33
3.63	10.19	0.79	0.36
3.51	9.51	0.89	0.44
7.5	12.4	1.16	0.21
7.03	12.38	1.16	0.17
7.94	10.44	1.07	0.24
7.46	10.43	1.07	0.19
7.6	10.43	1.07	0.21
11.54	15.96	0.99	-0.03
2.29	9.6	0.85	0.29
10.15	12.09	1.2	0.29
11	12.18	0.89	0.21
5.07	9.58	0.98	0.35
5.71	8.88	1	0.55
5.71	8.88	1.01	0.55
7.3	9.69	0.97	0.35
11.22	10.98	1.04	0.75
7.24	10.49	1.07	0.55
6.7	10.72	1.02	0.26
6.39	12.93	0.88	0.43
5.66	8.86	0.91	0.33
8.91	11.71	0.94	0.66
5.65	9.96	1.11	0.57
8.91	10.89	1.11	0.31
5.74	9.82	0.87	0.31
4.52	10.8	0.99	0.2
9.12	13.31	0.87	0.15
7.58	10.44	1.03	0.31
9.14	10.87	1.11	0.59
7.74	10.44	1.03	0.32
4.77	10.81	0.99	0.22
4.97	10.81	0.99	0.24
11.57	12.45	1.04	0.65
10.51	12.09	1.2	0.32
6.46	10.98	0.96	0.47
5.52	10.58	1.07	0.41
8.01	10.64	1.07	0.35
6.07	8.7	0.82	0.35
8.3	11.13	1.18	0.49
8.25	10.71	1.24	0.43
7.97	10.69	1.24	0.4
7.81	12.59	1.06	0.41
7.56	12.69	1.06	0.38
8.31	10.84	1	0.69
8	10.85	1	0.65
7.78	10.67	1.07	0.33
7.49	10.66	1.07	0.31
6.05	11.34	1.09	0.41
6.51	11.35	1.08	0.46
6.41	10.63	0.98	0.42
6.31	11.35	1.08	0.44
8.06	10.28	0.92	0.2
8.83	10.88	1.05	0.47
7.68	12.5	1.18	0.25
7.46	9.42	1.05	0.58
5.32	9.83	0.87	0.24
5.33	9.82	0.87	0.25
5.16	10.25	1.03	0.31
8.11	10.68	1.24	0.42
8.45	10.69	1.24	0.46
8.04	12.67	1.06	0.43
6.36	10.72	1.02	0.23
4.43	10.53	1.01	0.16
9.28	10.89	1.11	0.6
5.84	10.19	1.02	0.65
7.68	12.51	1.18	0.25
9.52	10.86	1.01	0.54
6.93	9.4	0.95	0.3
8.15	9.55	1.05	0.6
7.35	17.69	0.63	0.05
8.58	10.37	1.03	0.25
7.57	10.23	1.07	0.27
8.04	10.23	1.06	0.31
8.05	10.44	1.07	0.25
8.58	10.69	1.24	0.47
8.45	12.71	1.03	0.54
4.65	10.22	0.94	0.27
7.7	11.13	1.09	0.28
7.68	10.64	1.07	0.32
8.26	10.85	1	0.67
8.91	11.72	0.94	0.66
8.51	9.86	1.05	0.67
5.67	10.2	1.02	0.62
7.72	10.25	1.07	0.28
8.27	10.53	1.12	0.56
7.48	10.28	1.07	0.26
7.93	10.52	1.13	0.53
7.93	10.26	1.07	0.3
8.47	10.51	1.12	0.59
8.54	10.88	1.01	0.71
4.9	17.23	0.89	0.28
8.07	10.48	1.12	0.55
8.56	10.46	1.12	0.61
6.94	9.91	1.03	0.26
6.93	9.91	1.03	0.26
7.03	9.91	1.03	0.27
6.74	9.91	1.03	0.24
8.11	10.67	1.07	0.36
8.6	10.9	1	0.72
11.73	23.24	0.9	-0.2
5.97	8.11	0.83	0.32
-0.56	12.39	0.78	-0.32
4.07	9.86	0.99	0.29
2.95	12.04	1.08	0.02
2.29	10.3	1.07	0.33
5.62	13.18	1	0.08
5.64	11	1.15	0.53
6.89	10.17	1.01	0.23
7.17	10.18	1.01	0.26
2.91	11.09	1.11	0.37
6.52	10.94	1.12	0.63
5.9	10.3	1.01	0.35
7.51	10.16	1.07	0.54
7.2	9.51	1.01	0.28
2.33	22.09	1.11	-0.25
5.66	10.28	1.01	0.32
5.46	10.29	1.01	0.3
5.48	10.29	1.01	0.3
6.93	9.49	1.01	0.25
6.74	9.48	1.01	0.24
6.73	9.49	1.01	0.24
8.88	10.27	1.03	0.26
9.67	10.5	0.89	0.64
8.55	10.26	1.03	0.23
6.41	12.54	1.15	0.18
5.54	8.42	0.83	0.28
4.49	9.77	1	0.2
6.41	11.41	0.66	0.36
3.31	8.43	0.82	0.32
6.06	16.66	1.06	-0.1
4.35	11.2	1.14	0.29
3.23	9.01	0.92	0.19
1.42	9.72	0.72	0.21
1.41	9.75	0.72	0.19
21.16	15.56	0.47	0.27
7.17	12.52	1.09	0.05
4.93	12.69	1.02	0.03
4.1	8.87	0.88	0.36
4.16	9.9	1	0.29
6.42	10.88	1.04	0.32
-3.81	9.79	0.85	0.14
5.46	8.77	0.76	0.25
3.52	10.71	1.05	0.21
3.7	9.69	0.81	0.42
1.91	12.64	1.06	0.13
7.32	13.29	0.95	0.17
3.27	10.44	0.89	0.28
4.73	9.91	0.94	0.36
2.25	9.5	0.9	0.36
-2.82	10.36	0.94	0.07
0.11	8.65	0.81	0.33
8.25	10.25	1.06	0.33
6.74	9.45	0.94	0.28
6.36	15.82	0.84	0.27
7.1	9.46	0.94	0.32
6.79	16.45	0.88	0.25
6.16	9.03	0.84	0.29
9.2	11.04	1.14	0.25
8.88	11.93	1.17	0.24
9.3	12.09	1.18	0.35
9.1	12.09	1.18	0.33
9.09	12.09	1.18	0.33
8.9	12.08	1.18	0.31
8.17	10.51	0.97	0.57
8.47	10.52	0.97	0.61
8.33	10.67	1.14	0.48
8.62	10.68	1.14	0.51
6.44	12.04	1.09	0.34
6.99	9.5	0.92	0.29
8.93	9.98	1.12	0.57
7.35	9.52	0.92	0.32
4.78	10.29	0.96	0.19
10.42	12.3	1.22	0.28
10.14	22.97	1.57	-0.24
8.63	10.48	0.97	0.48
5.98	7.57	0.58	0.59
4.91	9.21	0.91	0.29
6.09	9.39	0.97	0.6
7.98	10.6	0.93	0.3
8.74	10.74	1.15	0.51
9.05	10.89	1.11	0.33
1.58	12.71	0.65	0.22
1.21	12.73	0.66	0.18
8.5	11.62	1.12	0.23
-0.06	12.45	0.93	0.04
0.13	12.45	0.93	0.05
1.4	12.74	0.66	0.2
10.33	11.93	1.09	0.52
10.05	11.88	1.09	0.49
6.09	7.59	0.58	0.6
9.96	20.02	1.42	-0.17
7.71	11.72	1.08	0.15
7.48	11.72	1.08	0.13
7.29	12.25	1.15	0.43
8.88	11.93	1.17	0.24
8.71	11.62	1.12	0.25
8.55	11.76	0.94	0.61
6.66	9.69	0.95	0.01
7.42	10.24	0.97	0.22
9.82	11.98	1.09	0.45
6	10.23	1.03	0.66
7.74	10.54	0.96	0.28
7.38	10.52	0.96	0.25
9.18	10.93	1.08	0.52
6.6	15.27	0.73	0.4
6.23	12.62	1.08	0.21
6.54	12.25	1.06	0.23
9.42	11.02	1.14	0.27
9.17	10.89	1.11	0.34
9.44	10.89	1.11	0.36
8.49	10.48	0.97	0.46
5.78	8.92	0.92	0.31
7.01	9.5	1.01	0.59
5.58	8.92	0.92	0.29
5.87	8.92	0.92	0.32
7.3	9.51	1.01	0.63
2.75	10.13	1.04	0.42
7.61	12.64	1.17	0.46
3.94	9.57	0.96	0.18
8.22	11.56	1.16	0.28
9.71	11.06	1.14	0.29
9.43	10.9	1.11	0.36
6.75	10.58	1.04	0.24
6.97	10.59	1.04	0.26
4.47	17.35	0.78	0.21
-1.5	11.24	0.99	0.12
-1.74	11.25	0.99	0.1
6.5	11.33	1.08	0.47
4.96	10.82	0.99	0.24
7.11	9.43	0.95	0.32
7.46	9.65	0.97	0.37
5.11	9.26	0.91	0.31
8.36	13.31	1.24	0
-2.54	11.66	0.99	0.14
